Sura_No,Verse_No,Word_No,Word,Normalized_Word,Verdict,Termination,Peel_Count,Peeled_Prefixes,Licenses,Stem_Surface,Stem_Pattern,Stem_Consonants,Closed_Form_Proof,Deferred_Candidate_Prefix,Root_Work,Root_Proven,Stem_Proof,Note,Trace_Anchor,Parent_Anchor
0,6,2,لَأَشْرَبَنَّ,لَأَشْرَبَنْنَ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «أَشْرَبَنْنَ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة لَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:6:2,aslot/axis3/0:6:2
0,7,2,لَأَفْعَلَنَّ,لَأَفْعَلَنْنَ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «أَفْعَلَنْنَ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة لَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:7:2,aslot/axis3/0:7:2
0,8,2,لَأَضْرِبَنَّ,لَأَضْرِبَنْنَ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «أَضْرِبَنْنَ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة لَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:8:2,aslot/axis3/0:8:2
0,8,3,زَيْدًا,زَيْدَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدَنْاْ,CVC·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:8:3,aslot/axis3/0:8:3
0,9,1,الْمَالُ,ءَلْمَاْلُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْمَاْلُ,CVC·CVV·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:9:1,aslot/axis3/0:9:1
0,9,2,لِزَيْدٍ,لِزَيْدِنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,1,لِ,LIC:5,زَيْدِنْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:9:2,aslot/axis3/0:9:2
0,10,1,رُبَّ,رُبْبَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رُبْبَ,CVC·CV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:10:1,aslot/axis3/0:10:1
0,10,2,رَجُلٍ,رَجُلِنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رَجُلِنْ,CV·CV·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:10:2,aslot/axis3/0:10:2
0,10,3,كَرِيمٍ,كَرِيْمِنْ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «رِيْمِنْ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة كَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:10:3,aslot/axis3/0:10:3
0,10,4,لَقِيتُهُ,لَقِيْتُهُ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «قِيْتُهُ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة لَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:10:4,aslot/axis3/0:10:4
0,11,1,وَلَيْلٍ,وَلَيْلِنْ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «لَيْلِنْ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة وَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:11:1,aslot/axis3/0:11:1
0,11,2,كَمَوْجِ,كَمَوْجِ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «مَوْجِ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة كَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:11:2,aslot/axis3/0:11:2
0,11,3,الْبَحْرِ,ءَلْبَحْرِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْبَحْرِ,CVC·CVC·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:11:3,aslot/axis3/0:11:3
0,12,1,الْكِتَابُ,ءَلْكِتَاْبُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْكِتَاْبُ,CVC·CV·CVV·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:12:1,aslot/axis3/0:12:1
0,12,2,عَلَى,عَلَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عَلَاْ,CV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:12:2,aslot/axis3/0:12:2
0,12,3,الْمَكْتَبِ,ءَلْمَكْتَبِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْمَكْتَبِ,CVC·CVC·CV·CV,6,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:12:3,aslot/axis3/0:12:3
0,13,1,زَيْدٌ,زَيْدُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدُنْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:13:1,aslot/axis3/0:13:1
0,13,2,كَالْأَسَدِ,كَلْأَسَدِ,DEFER,DEFER_ELIDED_LETTER_NOT_RESTORABLE,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع مشروعٌ عند 2 بعقد الغياب، والبقية «لْأَسَدِ» لا تقوم بنفسها (SYLLABLE_WITHOUT_ONSET): الحرف الغائب بدءُ مقطعها، وردُّه إنشاءٌ لا كشف,aslot/axis4/0:13:2,aslot/axis3/0:13:2
0,14,1,مَا,مَاْ,DEFER,DEFER_UNRESOLVED_CLOSURE,0,,,,,0,UNRESOLVED,,NONE,NO,NOT_CLAIMED,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis4/0:14:1,aslot/axis3/0:14:1
0,14,2,رَأَيْتُ,رَأَيْتُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رَأَيْتُ,CV·CVC·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:14:2,aslot/axis3/0:14:2
0,14,3,زَيْدًا,زَيْدَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدَنْاْ,CVC·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:14:3,aslot/axis3/0:14:3
0,14,4,مُذْ,مُذْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,مُذْ,CVC,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:14:4,aslot/axis3/0:14:4
0,14,5,يَوْمِ,يَوْمِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَوْمِ,CVC·CV,3,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:14:5,aslot/axis3/0:14:5
0,14,6,الْجُمُعَةِ,ءَلْجُمُعَةِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْجُمُعَةِ,CVC·CV·CV·CV·CV,6,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:14:6,aslot/axis3/0:14:6
0,15,1,مَا,مَاْ,DEFER,DEFER_UNRESOLVED_CLOSURE,0,,,,,0,UNRESOLVED,,NONE,NO,NOT_CLAIMED,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis4/0:15:1,aslot/axis3/0:15:1
0,15,2,رَأَيْتُ,رَأَيْتُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رَأَيْتُ,CV·CVC·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:15:2,aslot/axis3/0:15:2
0,15,3,زَيْدًا,زَيْدَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدَنْاْ,CVC·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:15:3,aslot/axis3/0:15:3
0,15,4,مُنْذُ,مُنْذُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,مُنْذُ,CVC·CV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:15:4,aslot/axis3/0:15:4
0,15,5,يَوْمِ,يَوْمِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَوْمِ,CVC·CV,3,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:15:5,aslot/axis3/0:15:5
0,15,6,الْجُمُعَةِ,ءَلْجُمُعَةِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْجُمُعَةِ,CVC·CV·CV·CV·CV,6,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:15:6,aslot/axis3/0:15:6
0,16,1,سَلَامٌ,سَلَاْمُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,سَلَاْمُنْ,CV·CVV·CVC,4,NOT_MATCHED,سَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: سَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:16:1,aslot/axis3/0:16:1
0,16,2,هِيَ,هِيَ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:16:2,aslot/axis3/0:16:2
0,16,3,حَتَّى,حَتْتَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,حَتْتَاْ,CVC·CVV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:16:3,aslot/axis3/0:16:3
0,16,4,مَطْلَعِ,مَطْلَعِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,مَطْلَعِ,CVC·CV·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:16:4,aslot/axis3/0:16:4
0,16,5,الْفَجْرِ,ءَلْفَجْرِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْفَجْرِ,CVC·CVC·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:16:5,aslot/axis3/0:16:5
0,17,1,جَاءَنِي,جَاْءَنِيْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,جَاْءَنِيْ,CVV·CV·CVV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:17:1,aslot/axis3/0:17:1
0,17,2,الْقَوْمُ,ءَلْقَوْمُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْقَوْمُ,CVC·CVC·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:17:2,aslot/axis3/0:17:2
0,17,3,حَاشَا,حَاْشَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,حَاْشَاْ,CVV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:17:3,aslot/axis3/0:17:3
0,17,4,زَيْدٍ,زَيْدِنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدِنْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:17:4,aslot/axis3/0:17:4
0,18,1,جَاءَنِي,جَاْءَنِيْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,جَاْءَنِيْ,CVV·CV·CVV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:18:1,aslot/axis3/0:18:1
0,18,2,الْقَوْمُ,ءَلْقَوْمُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْقَوْمُ,CVC·CVC·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:18:2,aslot/axis3/0:18:2
0,18,3,عَدَا,عَدَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عَدَاْ,CV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:18:3,aslot/axis3/0:18:3
0,18,4,زَيْدٍ,زَيْدِنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدِنْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:18:4,aslot/axis3/0:18:4
0,19,1,جَاءَنِي,جَاْءَنِيْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,جَاْءَنِيْ,CVV·CV·CVV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:19:1,aslot/axis3/0:19:1
0,19,2,الْقَوْمُ,ءَلْقَوْمُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْقَوْمُ,CVC·CVC·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:19:2,aslot/axis3/0:19:2
0,19,3,خَلَا,خَلَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,خَلَاْ,CV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:19:3,aslot/axis3/0:19:3
0,19,4,زَيْدٍ,زَيْدِنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدِنْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:19:4,aslot/axis3/0:19:4
0,20,1,إِنَّ,إِنْنَ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:20:1,aslot/axis3/0:20:1
0,20,2,زَيْدًا,زَيْدَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدَنْاْ,CVC·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:20:2,aslot/axis3/0:20:2
0,20,3,قَائِمٌ,قَاْئِمُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,قَاْئِمُنْ,CVV·CV·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:20:3,aslot/axis3/0:20:3
0,21,1,بَلَغَنِي,بَلَغَنِيْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,بَلَغَنِيْ,CV·CV·CV·CVV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:21:1,aslot/axis3/0:21:1
0,21,2,أَنَّ,أَنْنَ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:21:2,aslot/axis3/0:21:2
0,21,3,زَيْدًا,زَيْدَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدَنْاْ,CVC·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:21:3,aslot/axis3/0:21:3
0,21,4,مُنْطَلِقٌ,مُنْطَلِقُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,مُنْطَلِقُنْ,CVC·CV·CV·CVC,6,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:21:4,aslot/axis3/0:21:4
0,22,1,كَأَنَّ,كَأَنْنَ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:22:1,aslot/axis3/0:22:1
0,22,2,زَيْدًا,زَيْدَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدَنْاْ,CVC·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:22:2,aslot/axis3/0:22:2
0,22,3,أَسَدٌ,أَسَدُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَسَدُنْ,CV·CV·CVC,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:22:3,aslot/axis3/0:22:3
0,23,1,غَابَ,غَاْبَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,غَاْبَ,CVV·CV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:23:1,aslot/axis3/0:23:1
0,23,2,زَيْدٌ,زَيْدُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدُنْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:23:2,aslot/axis3/0:23:2
0,23,3,لَكِنَّ,لَكِنْنَ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «كِنْنَ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة لَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:23:3,aslot/axis3/0:23:3
0,23,4,عَمْرًا,عَمْرَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عَمْرَنْاْ,CVC·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:23:4,aslot/axis3/0:23:4
0,23,5,حَاضِرٌ,حَاْضِرُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,حَاْضِرُنْ,CVV·CV·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:23:5,aslot/axis3/0:23:5
0,24,1,لَيْتَ,لَيْتَ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVC·CV),aslot/axis4/0:24:1,aslot/axis3/0:24:1
0,24,2,زَيْدًا,زَيْدَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدَنْاْ,CVC·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:24:2,aslot/axis3/0:24:2
0,24,3,طَائِرًا,طَاْئِرَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,طَاْئِرَنْاْ,CVV·CV·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:24:3,aslot/axis3/0:24:3
0,25,1,لَعَلَّ,لَعَلْلَ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:25:1,aslot/axis3/0:25:1
0,25,2,السُّلْطَانَ,ءَسْسُلْطَاْنَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَسْسُلْطَاْنَ,CVC·CVC·CVV·CV,6,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:25:2,aslot/axis3/0:25:2
0,25,3,عَادِلٌ,عَاْدِلُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عَاْدِلُنْ,CVV·CV·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:25:3,aslot/axis3/0:25:3
0,26,1,مَا,مَاْ,DEFER,DEFER_UNRESOLVED_CLOSURE,0,,,,,0,UNRESOLVED,,NONE,NO,NOT_CLAIMED,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis4/0:26:1,aslot/axis3/0:26:1
0,26,2,زَيْدٌ,زَيْدُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدُنْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:26:2,aslot/axis3/0:26:2
0,26,3,ذَاهِبًا,ذَاْهِبَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ذَاْهِبَنْاْ,CVV·CV·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:26:3,aslot/axis3/0:26:3
0,27,1,لَا,لَاْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:27:1,aslot/axis3/0:27:1
0,27,2,رَجُلَ,رَجُلَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رَجُلَ,CV·CV·CV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:27:2,aslot/axis3/0:27:2
0,27,3,مُسَافِرًا,مُسَاْفِرَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,مُسَاْفِرَنْاْ,CV·CVV·CV·CVCC,6,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:27:3,aslot/axis3/0:27:3
