Sura_No,Verse_No,Word_No,Word,Normalized_Word,Verdict,Termination,Peel_Count,Peeled_Prefixes,Licenses,Stem_Surface,Stem_Pattern,Stem_Consonants,Closed_Form_Proof,Deferred_Candidate_Prefix,Root_Work,Root_Proven,Stem_Proof,Note,Trace_Anchor,Parent_Anchor
0,28,1,اسْتَوَى,ءَسْتَوَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَسْتَوَاْ,CVC·CV·CVV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:28:1,aslot/axis3/0:28:1
0,28,2,الْمَاءُ,ءَلْمَاْءُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْمَاْءُ,CVC·CVV·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:28:2,aslot/axis3/0:28:2
0,28,3,وَالْخَشَبَةَ,وَلْخَشَبَةَ,DEFER,DEFER_ELIDED_LETTER_NOT_RESTORABLE,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع مشروعٌ عند 2 بعقد الغياب، والبقية «لْخَشَبَةَ» لا تقوم بنفسها (SYLLABLE_WITHOUT_ONSET): الحرف الغائب بدءُ مقطعها، وردُّه إنشاءٌ لا كشف,aslot/axis4/0:28:3,aslot/axis3/0:28:3
0,29,1,قَامَ,قَاْمَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,قَاْمَ,CVV·CV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:29:1,aslot/axis3/0:29:1
0,29,2,الْقَوْمُ,ءَلْقَوْمُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْقَوْمُ,CVC·CVC·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:29:2,aslot/axis3/0:29:2
0,29,3,إِلَّا,إِلْلَاْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:29:3,aslot/axis3/0:29:3
0,29,4,زَيْدًا,زَيْدَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدَنْاْ,CVC·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:29:4,aslot/axis3/0:29:4
0,30,1,يَا,يَاْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:30:1,aslot/axis3/0:30:1
0,30,2,رَسُولَ,رَسُوْلَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رَسُوْلَ,CV·CVV·CV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:30:2,aslot/axis3/0:30:2
0,31,1,أَيَّا,أَيْيَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَيْيَاْ,CVC·CVV,3,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:31:1,aslot/axis3/0:31:1
0,31,2,جَمَّا,جَمْمَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,جَمْمَاْ,CVC·CVV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:31:2,aslot/axis3/0:31:2
0,31,3,ذَنْبَهُ,ذَنْبَهُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ذَنْبَهُ,CVC·CV·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:31:3,aslot/axis3/0:31:3
0,32,1,هَيَّا,هَيْيَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,هَيْيَاْ,CVC·CVV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:32:1,aslot/axis3/0:32:1
0,32,2,نَاسِيًا,نَاْسِيَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,نَاْسِيَنْاْ,CVV·CV·CVCC,5,NOT_MATCHED,نَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: نَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:32:2,aslot/axis3/0:32:2
0,32,3,نِعْمَةَ,نِعْمَةَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,نِعْمَةَ,CVC·CV·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:32:3,aslot/axis3/0:32:3
0,33,1,أَيَّ,أَيْيَ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:33:1,aslot/axis3/0:33:1
0,33,2,تَائِبًا,تَاْئِبَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَاْئِبَنْاْ,CVV·CV·CVCC,5,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:33:2,aslot/axis3/0:33:2
0,33,3,إِلَى,إِلَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,إِلَاْ,CV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:33:3,aslot/axis3/0:33:3
0,33,4,رَبِّهِ,رَبْبِهِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رَبْبِهِ,CVC·CV·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:33:4,aslot/axis3/0:33:4
0,34,1,أَعْبُدِ,أَعْبُدِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَعْبُدِ,CVC·CV·CV,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:34:1,aslot/axis3/0:34:1
0,35,1,هَلْ,هَلْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:35:1,aslot/axis3/0:35:1
0,36,1,يَجُوزُ,يَجُوْزُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَجُوْزُ,CV·CVV·CV,3,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:36:1,aslot/axis3/0:36:1
0,36,2,لَكَ,لَكَ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «كَ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة لَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:36:2,aslot/axis3/0:36:2
0,36,3,أَنْ,أَنْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:36:3,aslot/axis3/0:36:3
0,36,4,تَنْصَرِفَ,تَنْصَرِفَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَنْصَرِفَ,CVC·CV·CV·CV,5,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:36:4,aslot/axis3/0:36:4
0,37,1,لَنْ,لَنْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:37:1,aslot/axis3/0:37:1
0,37,2,يَنْجَحَ,يَنْجَحَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَنْجَحَ,CVC·CV·CV,4,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:37:2,aslot/axis3/0:37:2
0,37,3,الْكَسْلَانُ,ءَلْكَسْلَاْنُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْكَسْلَاْنُ,CVC·CVC·CVV·CV,6,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:37:3,aslot/axis3/0:37:3
0,38,1,جِئْتُكَ,جِئْتُكَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,جِئْتُكَ,CVC·CV·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:38:1,aslot/axis3/0:38:1
0,38,2,كَيْ,كَيْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:38:2,aslot/axis3/0:38:2
0,38,3,أَتَعَلَّمَ,أَتَعَلْلَمَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَتَعَلْلَمَ,CV·CV·CVC·CV·CV,6,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:38:3,aslot/axis3/0:38:3
0,39,1,إِذًا,إِذَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,إِذَنْاْ,CV·CVCC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:39:1,aslot/axis3/0:39:1
0,39,2,تُفْلِحَ,تُفْلِحَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تُفْلِحَ,CVC·CV·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:39:2,aslot/axis3/0:39:2
0,40,1,لَمْ,لَمْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:40:1,aslot/axis3/0:40:1
0,40,2,يَكْتُبْ,يَكْتُبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَكْتُبْ,CVC·CVC,4,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:40:2,aslot/axis3/0:40:2
0,40,3,زَيْدٌ,زَيْدُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,زَيْدُنْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:40:3,aslot/axis3/0:40:3
0,41,1,لَمَّا,لَمْمَاْ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVC·CVV),aslot/axis4/0:41:1,aslot/axis3/0:41:1
0,41,2,أَكْتُبْ,أَكْتُبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَكْتُبْ,CVC·CVC,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:41:2,aslot/axis3/0:41:2
0,42,1,لِيَنْصُرْ,لِيَنْصُرْ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «يَنْصُرْ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة لِ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:42:1,aslot/axis3/0:42:1
0,43,1,لَا,لَاْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:43:1,aslot/axis3/0:43:1
0,43,2,تَضْرِبْ,تَضْرِبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَضْرِبْ,CVC·CVC,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:43:2,aslot/axis3/0:43:2
0,44,1,إِنْ,إِنْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:44:1,aslot/axis3/0:44:1
0,44,2,تَضْرِبْ,تَضْرِبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَضْرِبْ,CVC·CVC,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:44:2,aslot/axis3/0:44:2
0,44,3,أَضْرِبْ,أَضْرِبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَضْرِبْ,CVC·CVC,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:44:3,aslot/axis3/0:44:3
0,45,1,مَنْ,مَنْ,DEFER,DEFER_UNRESOLVED_CLOSURE,0,,,,,0,UNRESOLVED,,NONE,NO,NOT_CLAIMED,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis4/0:45:1,aslot/axis3/0:45:1
0,45,2,يَرْحَمْ,يَرْحَمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَرْحَمْ,CVC·CVC,4,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:45:2,aslot/axis3/0:45:2
0,45,3,يُرْحَمْ,يُرْحَمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يُرْحَمْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:45:3,aslot/axis3/0:45:3
0,46,1,مَا,مَاْ,DEFER,DEFER_UNRESOLVED_CLOSURE,0,,,,,0,UNRESOLVED,,NONE,NO,NOT_CLAIMED,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis4/0:46:1,aslot/axis3/0:46:1
0,46,2,تَفْعَلْ,تَفْعَلْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَفْعَلْ,CVC·CVC,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:46:2,aslot/axis3/0:46:2
0,46,3,أَفْعَلْ,أَفْعَلْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَفْعَلْ,CVC·CVC,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:46:3,aslot/axis3/0:46:3
0,47,1,أَيَّا,أَيْيَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَيْيَاْ,CVC·CVV,3,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:47:1,aslot/axis3/0:47:1
0,47,2,تَضْرِبْ,تَضْرِبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَضْرِبْ,CVC·CVC,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:47:2,aslot/axis3/0:47:2
0,47,3,أَضْرِبْهُ,أَضْرِبْهُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَضْرِبْهُ,CVC·CVC·CV,5,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:47:3,aslot/axis3/0:47:3
0,48,1,مَتَى,مَتَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,مَتَاْ,CV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:48:1,aslot/axis3/0:48:1
0,48,2,تَكْتُبْ,تَكْتُبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَكْتُبْ,CVC·CVC,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:48:2,aslot/axis3/0:48:2
0,48,3,أَكْتُبْ,أَكْتُبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَكْتُبْ,CVC·CVC,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:48:3,aslot/axis3/0:48:3
0,49,1,مَهْمَا,مَهْمَاْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:49:1,aslot/axis3/0:49:1
0,49,2,تَكْتُبْ,تَكْتُبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَكْتُبْ,CVC·CVC,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:49:2,aslot/axis3/0:49:2
0,49,3,أَكْتُبْ,أَكْتُبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَكْتُبْ,CVC·CVC,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:49:3,aslot/axis3/0:49:3
0,50,1,أَيْنَمَا,أَيْنَمَاْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:50:1,aslot/axis3/0:50:1
0,50,2,تَنْزِلْ,تَنْزِلْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَنْزِلْ,CVC·CVC,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:50:2,aslot/axis3/0:50:2
0,50,3,أَنْزِلْ,أَنْزِلْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَنْزِلْ,CVC·CVC,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:50:3,aslot/axis3/0:50:3
0,51,1,أَنَّى,أَنْنَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَنْنَاْ,CVC·CVV,3,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:51:1,aslot/axis3/0:51:1
0,51,2,تَسْتَقِمْ,تَسْتَقِمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَسْتَقِمْ,CVC·CV·CVC,5,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:51:2,aslot/axis3/0:51:2
0,51,3,تَرْبَحْ,تَرْبَحْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَرْبَحْ,CVC·CVC,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:51:3,aslot/axis3/0:51:3
0,52,1,حَيْثُمَا,حَيْثُمَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,حَيْثُمَاْ,CVC·CV·CVV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:52:1,aslot/axis3/0:52:1
0,52,2,تَسْتَقِمْ,تَسْتَقِمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَسْتَقِمْ,CVC·CV·CVC,5,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:52:2,aslot/axis3/0:52:2
0,52,3,يَقْدَرْ,يَقْدَرْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَقْدَرْ,CVC·CVC,4,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:52:3,aslot/axis3/0:52:3
0,52,4,لَكَ,لَكَ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «كَ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة لَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/0:52:4,aslot/axis3/0:52:4
0,52,6,نَجَاحًا,نَجَاْحَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,نَجَاْحَنْاْ,CV·CVV·CVCC,5,NOT_MATCHED,نَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: نَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:52:6,aslot/axis3/0:52:6
0,53,1,إِذْمَا,إِذْمَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,إِذْمَاْ,CVC·CVV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:53:1,aslot/axis3/0:53:1
0,53,2,تَذْهَبْ,تَذْهَبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَذْهَبْ,CVC·CVC,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:53:2,aslot/axis3/0:53:2
0,53,3,أَذْهَبْ,أَذْهَبْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَذْهَبْ,CVC·CVC,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:53:3,aslot/axis3/0:53:3
0,54,1,لَوْ,لَوْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/0:54:1,aslot/axis3/0:54:1
0,54,2,تَقَدَّمْ,تَقَدْدَمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَقَدْدَمْ,CV·CVC·CVC,5,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:54:2,aslot/axis3/0:54:2
0,54,3,تَنْجَحْ,تَنْجَحْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَنْجَحْ,CVC·CVC,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:54:3,aslot/axis3/0:54:3
0,55,1,إِذَا,إِذَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,إِذَاْ,CV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:55:1,aslot/axis3/0:55:1
0,55,2,تَتَعَلَّمْ,تَتَعَلْلَمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَتَعَلْلَمْ,CV·CV·CVC·CVC,6,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/0:55:2,aslot/axis3/0:55:2
0,55,3,تُفْلِحْ,تُفْلِحْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تُفْلِحْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:55:3,aslot/axis3/0:55:3
0,56,1,رَأَيْتُ,رَأَيْتُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رَأَيْتُ,CV·CVC·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:56:1,aslot/axis3/0:56:1
0,56,2,أَحَدَ,أَحَدَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَحَدَ,CV·CV·CV,3,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/0:56:2,aslot/axis3/0:56:2
0,56,3,عَشَرَ,عَشَرَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عَشَرَ,CV·CV·CV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/0:56:3,aslot/axis3/0:56:3
0,56,4,كَوْكَبًا,كَوْكَبَنْاْ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVC·CV·CVCC),aslot/axis4/0:56:4,aslot/axis3/0:56:4
