Sura_No,Verse_No,Word_No,Word,Normalized_Word,Closed_Form_Proof,Eligibility,Operator_Role,Word_Class,Next_Route,Matched_Entry_Ids,Note,Trace_Anchor,Parent_Anchor
0,12,2,عَلَى,عَلَاْ,NOT_MATCHED,OWNER_DECISION_REQUIRED,NO,,DEFER_UNRESOLVED_CLOSURE,DW:66,في فهرس الدليل لا في فهرس المطابقة — دليلٌ لا يُطابَق,aslot/axis2/0:12:2,aslot/axis1/0:12:2
0,12,3,الْمَكْتَبِ,ءَلْمَكْتَبِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:12:3,aslot/axis1/0:12:3
0,13,1,زَيْدٌ,زَيْدُنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:13:1,aslot/axis1/0:13:1
0,13,2,كَالْأَسَدِ,كَلْأَسَدِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:13:2,aslot/axis1/0:13:2
0,14,1,مَا,مَاْ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:91|DW:92|DW:93|DW:94|DW:95,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:14:1,aslot/axis1/0:14:1
0,14,2,رَأَيْتُ,رَأَيْتُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:14:2,aslot/axis1/0:14:2
0,14,3,زَيْدًا,زَيْدَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:14:3,aslot/axis1/0:14:3
0,14,4,مُذْ,مُذْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:14:4,aslot/axis1/0:14:4
0,14,5,يَوْمِ,يَوْمِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:14:5,aslot/axis1/0:14:5
0,14,6,الْجُمُعَةِ,ءَلْجُمُعَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:14:6,aslot/axis1/0:14:6
0,15,1,مَا,مَاْ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:91|DW:92|DW:93|DW:94|DW:95,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:15:1,aslot/axis1/0:15:1
0,15,2,رَأَيْتُ,رَأَيْتُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:15:2,aslot/axis1/0:15:2
0,15,3,زَيْدًا,زَيْدَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:15:3,aslot/axis1/0:15:3
0,15,4,مُنْذُ,مُنْذُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:15:4,aslot/axis1/0:15:4
0,15,5,يَوْمِ,يَوْمِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:15:5,aslot/axis1/0:15:5
0,15,6,الْجُمُعَةِ,ءَلْجُمُعَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:15:6,aslot/axis1/0:15:6
0,16,1,سَلَامٌ,سَلَاْمُنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:16:1,aslot/axis1/0:16:1
0,16,2,هِيَ,هِيَ,PROVEN,ACCEPT,NO,مبنيّ,STOP_CLOSED_FORM,DW:133,,aslot/axis2/0:16:2,aslot/axis1/0:16:2
0,16,3,حَتَّى,حَتْتَاْ,NOT_MATCHED,OWNER_DECISION_REQUIRED,NO,,DEFER_UNRESOLVED_CLOSURE,DW:61,في فهرس الدليل لا في فهرس المطابقة — دليلٌ لا يُطابَق,aslot/axis2/0:16:3,aslot/axis1/0:16:3
0,16,4,مَطْلَعِ,مَطْلَعِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:16:4,aslot/axis1/0:16:4
0,16,5,الْفَجْرِ,ءَلْفَجْرِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:16:5,aslot/axis1/0:16:5
0,17,1,جَاءَنِي,جَاْءَنِيْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:17:1,aslot/axis1/0:17:1
0,17,2,الْقَوْمُ,ءَلْقَوْمُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:17:2,aslot/axis1/0:17:2
0,17,3,حَاشَا,حَاْشَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:17:3,aslot/axis1/0:17:3
0,17,4,زَيْدٍ,زَيْدِنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:17:4,aslot/axis1/0:17:4
0,18,1,جَاءَنِي,جَاْءَنِيْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:18:1,aslot/axis1/0:18:1
0,18,2,الْقَوْمُ,ءَلْقَوْمُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:18:2,aslot/axis1/0:18:2
0,18,3,عَدَا,عَدَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:18:3,aslot/axis1/0:18:3
0,18,4,زَيْدٍ,زَيْدِنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:18:4,aslot/axis1/0:18:4
0,19,1,جَاءَنِي,جَاْءَنِيْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:19:1,aslot/axis1/0:19:1
0,19,2,الْقَوْمُ,ءَلْقَوْمُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:19:2,aslot/axis1/0:19:2
0,19,3,خَلَا,خَلَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:19:3,aslot/axis1/0:19:3
0,19,4,زَيْدٍ,زَيْدِنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:19:4,aslot/axis1/0:19:4
0,20,1,إِنَّ,إِنْنَ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:43|DW:44|DW:45,,aslot/axis2/0:20:1,aslot/axis1/0:20:1
0,20,2,زَيْدًا,زَيْدَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:20:2,aslot/axis1/0:20:2
0,20,3,قَائِمٌ,قَاْئِمُنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:20:3,aslot/axis1/0:20:3
0,21,1,بَلَغَنِي,بَلَغَنِيْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:21:1,aslot/axis1/0:21:1
0,21,2,أَنَّ,أَنْنَ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:19|DW:20|DW:21,,aslot/axis2/0:21:2,aslot/axis1/0:21:2
0,21,3,زَيْدًا,زَيْدَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:21:3,aslot/axis1/0:21:3
0,21,4,مُنْطَلِقٌ,مُنْطَلِقُنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:21:4,aslot/axis1/0:21:4
0,22,1,كَأَنَّ,كَأَنْنَ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:75,,aslot/axis2/0:22:1,aslot/axis1/0:22:1
0,22,2,زَيْدًا,زَيْدَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:22:2,aslot/axis1/0:22:2
0,22,3,أَسَدٌ,أَسَدُنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:22:3,aslot/axis1/0:22:3
0,23,1,غَابَ,غَاْبَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:23:1,aslot/axis1/0:23:1
0,23,2,زَيْدٌ,زَيْدُنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:23:2,aslot/axis1/0:23:2
0,23,3,لَكِنَّ,لَكِنْنَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:23:3,aslot/axis1/0:23:3
0,23,4,عَمْرًا,عَمْرَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:23:4,aslot/axis1/0:23:4
0,23,5,حَاضِرٌ,حَاْضِرُنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:23:5,aslot/axis1/0:23:5
0,24,1,لَيْتَ,لَيْتَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:24:1,aslot/axis1/0:24:1
0,24,2,زَيْدًا,زَيْدَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:24:2,aslot/axis1/0:24:2
0,24,3,طَائِرًا,طَاْئِرَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:24:3,aslot/axis1/0:24:3
0,25,1,لَعَلَّ,لَعَلْلَ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:82,,aslot/axis2/0:25:1,aslot/axis1/0:25:1
0,25,2,السُّلْطَانَ,ءَسْسُلْطَاْنَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:25:2,aslot/axis1/0:25:2
0,25,3,عَادِلٌ,عَاْدِلُنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:25:3,aslot/axis1/0:25:3
0,26,1,مَا,مَاْ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:91|DW:92|DW:93|DW:94|DW:95,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:26:1,aslot/axis1/0:26:1
0,26,2,زَيْدٌ,زَيْدُنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:26:2,aslot/axis1/0:26:2
0,26,3,ذَاهِبًا,ذَاْهِبَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:26:3,aslot/axis1/0:26:3
0,27,1,لَا,لَاْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:81,,aslot/axis2/0:27:1,aslot/axis1/0:27:1
0,27,2,رَجُلَ,رَجُلَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:27:2,aslot/axis1/0:27:2
0,27,3,مُسَافِرًا,مُسَاْفِرَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:27:3,aslot/axis1/0:27:3
0,28,1,اسْتَوَى,ءَسْتَوَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:28:1,aslot/axis1/0:28:1
0,28,2,الْمَاءُ,ءَلْمَاْءُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:28:2,aslot/axis1/0:28:2
0,28,3,وَالْخَشَبَةَ,وَلْخَشَبَةَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:28:3,aslot/axis1/0:28:3
0,29,1,قَامَ,قَاْمَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:29:1,aslot/axis1/0:29:1
0,29,2,الْقَوْمُ,ءَلْقَوْمُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:29:2,aslot/axis1/0:29:2
0,29,3,إِلَّا,إِلْلَاْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:37,,aslot/axis2/0:29:3,aslot/axis1/0:29:3
0,29,4,زَيْدًا,زَيْدَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:29:4,aslot/axis1/0:29:4
0,30,1,يَا,يَاْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:134,,aslot/axis2/0:30:1,aslot/axis1/0:30:1
0,30,2,رَسُولَ,رَسُوْلَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:30:2,aslot/axis1/0:30:2
0,31,1,أَيَّا,أَيْيَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:31:1,aslot/axis1/0:31:1
0,31,2,جَمَّا,جَمْمَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:31:2,aslot/axis1/0:31:2
0,31,3,ذَنْبَهُ,ذَنْبَهُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:31:3,aslot/axis1/0:31:3
0,32,1,هَيَّا,هَيْيَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:32:1,aslot/axis1/0:32:1
0,32,2,نَاسِيًا,نَاْسِيَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:32:2,aslot/axis1/0:32:2
0,32,3,نِعْمَةَ,نِعْمَةَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:32:3,aslot/axis1/0:32:3
0,33,1,أَيَّ,أَيْيَ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:29,,aslot/axis2/0:33:1,aslot/axis1/0:33:1
0,33,2,تَائِبًا,تَاْئِبَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:33:2,aslot/axis1/0:33:2
0,33,3,إِلَى,إِلَاْ,NOT_MATCHED,OWNER_DECISION_REQUIRED,NO,,DEFER_UNRESOLVED_CLOSURE,DW:35,في فهرس الدليل لا في فهرس المطابقة — دليلٌ لا يُطابَق,aslot/axis2/0:33:3,aslot/axis1/0:33:3
0,33,4,رَبِّهِ,رَبْبِهِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:33:4,aslot/axis1/0:33:4
0,34,1,أَعْبُدِ,أَعْبُدِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:34:1,aslot/axis1/0:34:1
0,35,1,هَلْ,هَلْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:123,,aslot/axis2/0:35:1,aslot/axis1/0:35:1
0,36,1,يَجُوزُ,يَجُوْزُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:36:1,aslot/axis1/0:36:1
0,36,2,لَكَ,لَكَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:36:2,aslot/axis1/0:36:2
0,36,3,أَنْ,أَنْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:11|DW:12|DW:13|DW:14,,aslot/axis2/0:36:3,aslot/axis1/0:36:3
0,36,4,تَنْصَرِفَ,تَنْصَرِفَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:36:4,aslot/axis1/0:36:4
0,37,1,لَنْ,لَنْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:85,,aslot/axis2/0:37:1,aslot/axis1/0:37:1
0,37,2,يَنْجَحَ,يَنْجَحَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:37:2,aslot/axis1/0:37:2
0,37,3,الْكَسْلَانُ,ءَلْكَسْلَاْنُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:37:3,aslot/axis1/0:37:3
0,38,1,جِئْتُكَ,جِئْتُكَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:38:1,aslot/axis1/0:38:1
0,38,2,كَيْ,كَيْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:79,,aslot/axis2/0:38:2,aslot/axis1/0:38:2
0,38,3,أَتَعَلَّمَ,أَتَعَلْلَمَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:38:3,aslot/axis1/0:38:3
0,39,1,إِذًا,إِذَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:39:1,aslot/axis1/0:39:1
0,39,2,تُفْلِحَ,تُفْلِحَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:39:2,aslot/axis1/0:39:2
0,40,1,لَمْ,لَمْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:84,,aslot/axis2/0:40:1,aslot/axis1/0:40:1
0,40,2,يَكْتُبْ,يَكْتُبْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:40:2,aslot/axis1/0:40:2
0,40,3,زَيْدٌ,زَيْدُنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:40:3,aslot/axis1/0:40:3
0,41,1,لَمَّا,لَمْمَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:41:1,aslot/axis1/0:41:1
0,41,2,أَكْتُبْ,أَكْتُبْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:41:2,aslot/axis1/0:41:2
0,42,1,لِيَنْصُرْ,لِيَنْصُرْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:42:1,aslot/axis1/0:42:1
0,43,1,لَا,لَاْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:81,,aslot/axis2/0:43:1,aslot/axis1/0:43:1
0,43,2,تَضْرِبْ,تَضْرِبْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:43:2,aslot/axis1/0:43:2
0,44,1,إِنْ,إِنْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:40|DW:41|DW:42,,aslot/axis2/0:44:1,aslot/axis1/0:44:1
0,44,2,تَضْرِبْ,تَضْرِبْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:44:2,aslot/axis1/0:44:2
0,44,3,أَضْرِبْ,أَضْرِبْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:44:3,aslot/axis1/0:44:3
0,45,1,مَنْ,مَنْ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:102|DW:103|DW:104|DW:105|DW:106|DW:107,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:45:1,aslot/axis1/0:45:1
0,45,2,يَرْحَمْ,يَرْحَمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:45:2,aslot/axis1/0:45:2
0,45,3,يُرْحَمْ,يُرْحَمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:45:3,aslot/axis1/0:45:3
0,46,1,مَا,مَاْ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:91|DW:92|DW:93|DW:94|DW:95,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:46:1,aslot/axis1/0:46:1
0,46,2,تَفْعَلْ,تَفْعَلْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:46:2,aslot/axis1/0:46:2
0,46,3,أَفْعَلْ,أَفْعَلْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:46:3,aslot/axis1/0:46:3
0,47,1,أَيَّا,أَيْيَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:47:1,aslot/axis1/0:47:1
0,47,2,تَضْرِبْ,تَضْرِبْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:47:2,aslot/axis1/0:47:2
0,47,3,أَضْرِبْهُ,أَضْرِبْهُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:47:3,aslot/axis1/0:47:3
0,48,1,مَتَى,مَتَاْ,NOT_MATCHED,OWNER_DECISION_REQUIRED,NO,,DEFER_UNRESOLVED_CLOSURE,DW:97,في فهرس الدليل لا في فهرس المطابقة — دليلٌ لا يُطابَق,aslot/axis2/0:48:1,aslot/axis1/0:48:1
0,48,2,تَكْتُبْ,تَكْتُبْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:48:2,aslot/axis1/0:48:2
0,48,3,أَكْتُبْ,أَكْتُبْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:48:3,aslot/axis1/0:48:3
0,49,1,مَهْمَا,مَهْمَاْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:109,,aslot/axis2/0:49:1,aslot/axis1/0:49:1
0,49,2,تَكْتُبْ,تَكْتُبْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:49:2,aslot/axis1/0:49:2
0,49,3,أَكْتُبْ,أَكْتُبْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:49:3,aslot/axis1/0:49:3
0,50,1,أَيْنَمَا,أَيْنَمَاْ,PROVEN,ACCEPT,NO,مبنيّ,STOP_CLOSED_FORM,DW:28,,aslot/axis2/0:50:1,aslot/axis1/0:50:1
0,50,2,تَنْزِلْ,تَنْزِلْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:50:2,aslot/axis1/0:50:2
0,50,3,أَنْزِلْ,أَنْزِلْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:50:3,aslot/axis1/0:50:3
0,51,1,أَنَّى,أَنْنَاْ,NOT_MATCHED,OWNER_DECISION_REQUIRED,NO,,DEFER_UNRESOLVED_CLOSURE,DW:22|DW:23,في فهرس الدليل لا في فهرس المطابقة — دليلٌ لا يُطابَق,aslot/axis2/0:51:1,aslot/axis1/0:51:1
0,51,2,تَسْتَقِمْ,تَسْتَقِمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:51:2,aslot/axis1/0:51:2
0,51,3,تَرْبَحْ,تَرْبَحْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:51:3,aslot/axis1/0:51:3
